"source";"target";"purpose"
"W09-3813";"2562";"approach"
"P13-3013";"2563";"use"
"P02-1053";"2564";"present"
"N07-1059";"2565";"present"
"W06-1606";"2566";"proposed by"
"S07-1098";"2567";"use"
"W01-1315";"2568";"use"
"P06-1095";"2569";"use"
"P11-1092";"2570";"introduce"
"P08-1021";"2571";"present"
"J10-2002";"2572";"present"
"D10-1115";"2573";"present"
"P08-1028";"2574";"present"
"W11-1603";"2575";"present"
"E06-1021";"2576";"use"
"P06-2056";"2577";"present"
"J11-3001";"2578";"present"
"D10-1081";"2579";"use"
"D10-1081";"2580";"present"
"N09-1025";"2581";"proposed by"
"D11-1096";"2582";"proposed by"
"W04-3252";"2583";"method"
"S10-1031";"2584";"approach"
"W09-2206";"2585";"approach"
"P11-1026";"2586";"approach"
"N07-1018";"2587";"present"
"P06-1055";"2588";"method"
"J04-4002";"2589";"approach"
"W12-3122";"2590";"use"
"P11-1089";"2591";"introduce"
"J13-1004";"2592";"report"
"W11-0809";"2593";"present"
"W11-0805";"2594";"report"
"P06-1097";"2595";"present"
"P04-1023";"2596";"proposed by"
"W04-3248";"2597";"proposed by"
"W04-3248";"2598";"proposed by"
"W11-2107";"2599";"use"
"J11-4002";"2600";"proposed by"
"W13-2816";"2601";"present"
"W13-2806";"2602";"use"
"W13-2817";"2603";"use"
"W13-2817";"2604";"use"
"W13-2812";"2605";"present"
"W13-2814";"2606";"present"
"W13-2810";"2607";"report"
"W13-2818";"2608";"approach"
"D11-1006";"2609";"use"
"N12-1019";"2610";"proposed by"
"W06-1610";"2611";"method"
"S12-1009";"2612";"use"
"P03-1054";"2613";"present"
"P11-1082";"2614";"introduce"
"P04-3020";"2615";"use"
"P11-2088";"2616";"use"
"W06-0301";"2617";"use"
"P11-1037";"2618";"present"
"P12-1055";"2619";"present"
"W12-5502";"2620";"present"
"W11-2929";"2621";"method"
"J04-4002";"2622";"approach"
"W04-2606";"2623";"method"
"J93-2004";"2624";"use"
"P98-2127";"2625";"approach"
"P98-2127";"2626";"use"
"P98-2127";"2627";"approach"
"J05-4003";"2628";"proposed by"
"J05-4003";"2629";"proposed by"
"J05-4003";"2630";"proposed by"
"P09-2057";"2631";"present"
"P12-2019";"2632";"use"
"J11-2001";"2633";"use"
"W12-5005";"2634";"present"
"N10-1140";"2635";"proposed by"
"P06-1123";"2636";"use"
"N12-1047";"2637";"approach"
"P11-2031";"2638";"proposed by"
"N12-1023";"2639";"use"
"N03-1017";"2640";"approach"
"W05-0904";"2641";"present"
"D12-1110";"2642";"use"
"W09-0602";"2643";"use"
"W06-0204";"2644";"use"
"P02-1040";"2645";"use"
"W05-0835";"2646";"introduce"
"P08-1012";"2647";"use"
"N10-1028";"2648";"use"
"P09-1088";"2649";"use"
"N10-1028";"2650";"use"
"P09-1088";"2651";"use"
"P11-1064";"2652";"use"
"P12-1018";"2653";"use"
"P11-1064";"2654";"use"
"P12-1018";"2655";"use"
"P11-2123";"2656";"use"
"P08-1068";"2657";"introduce"
"W09-1402";"2658";"approach"
"W09-1407";"2659";"approach"
"W09-1414";"2660";"approach"
"P11-1163";"2661";"approach"
"W09-1406";"2662";"approach"
"W04-2319";"2663";"use"
"W07-1508";"2664";"report"
"J03-4002";"2665";"report"
"P08-1004";"2666";"use"
"N13-1015";"2667";"present"
"D07-1094";"2668";"present"
"D12-1110";"2669";"proposed by"
"P12-3020";"2670";"present"
"P11-1044";"2671";"use"
"P12-1049";"2672";"present"
"W08-0906";"2673";"present"
"W10-4306";"2674";"use"
"W10-2805";"2675";"use"
"W10-2805";"2676";"use"
"W10-2805";"2677";"use"
"W10-2805";"2678";"use"
"W10-2805";"2679";"use"
"W10-2805";"2680";"use"
"W10-2805";"2681";"use"
"W10-2805";"2682";"use"
"W10-2805";"2683";"use"
"W10-2805";"2684";"use"
"W12-5205";"2685";"use"
"W11-1814";"2686";"use"
"P96-1041";"2687";"method"
"D11-1020";"2688";"method"
"W11-1701";"2689";"proposed by"
"P05-1033";"2690";"proposed by"
"N04-4026";"2691";"approach"
"N09-1028";"2692";"use"
"E03-1035";"2693";"use"
"W12-2203";"2694";"method"
"D12-1110";"2695";"present"
"D11-1123";"2696";"present"
"E97-1023";"2697";"use"
"J97-1005";"2698";"use"
"A00-1031";"2699";"method"
"E06-1011";"2700";"proposed by"
"P11-2039";"2701";"introduce"
"J91-4003";"2702";"proposed by"
"W03-0425";"2703";"use"
"W13-0404";"2704";"use"
"W12-1702";"2705";"use"
"J09-3003";"2706";"approach"
"J11-2001";"2707";"approach"
"J09-3003";"2708";"approach"
"D07-1114";"2709";"approach"
"P04-1035";"2710";"present"
"W03-1014";"2711";"present"
"D09-1140";"2712";"present"
"P07-1004";"2713";"present"
"W07-0722";"2714";"approach"
"W07-0717";"2715";"approach"
"D10-1044";"2716";"approach"
"D09-1074";"2717";"approach"
"N12-1072";"2718";"use"
"P92-1003";"2719";"introduce"
"E06-1011";"2720";"introduce"
"D10-1094";"2721";"approach"
"W09-4104";"2722";"use"
"S12-1056";"2723";"present"
"D12-1035";"2724";"use"
"D11-1024";"2725";"proposed by"
"D11-1024";"2726";"proposed by"
"N10-1012";"2727";"proposed by"
"N10-1012";"2728";"proposed by"
"W10-4305";"2729";"proposed by"
"D08-1105";"2730";"report"
"P03-1021";"2731";"present"
"D07-1107";"2732";"present"
"P88-1012";"2733";"present"
"W97-0209";"2734";"proposed by"
"N13-1008";"2735";"present"
"W12-3022";"2736";"present"
"N13-1008";"2737";"present"
"W12-3022";"2738";"present"
"N13-1056";"2739";"use"
"E12-1014";"2740";"use"
"W12-3152";"2741";"report"
"N13-1056";"2742";"proposed by"
"E12-1014";"2743";"proposed by"
"P08-1028";"2744";"proposed by"
"P11-2103";"2745";"use"
"J09-3003";"2746";"report"
"P13-1004";"2747";"proposed by"
"N10-1099";"2748";"use"
"D08-1020";"2749";"use"
"P10-1056";"2750";"use"
"J88-2003";"2751";"approach"
"J88-2003";"2752";"approach"
"D12-1132";"2753";"introduce"
"D11-1090";"2754";"method"
"W07-0732";"2755";"report"
"W07-1011";"2756";"approach"
"N06-1014";"2757";"report"
"P08-1113";"2758";"report"
"P99-1008";"2759";"use"
"W11-2018";"2760";"present"
"N09-1043";"2761";"approach"
"J01-3004";"2762";"present"
"J05-1003";"2763";"method"
"N03-1030";"2764";"introduce"
"W09-3902";"2765";"use"
"N09-1071";"2766";"use"
"W06-3114";"2767";"use"
"P10-1015";"2768";"present"
"P10-1041";"2769";"use"
"D10-1121";"2770";"present"
"E97-1023";"2771";"present"
"P05-1017";"2772";"use"
"W09-3504";"2773";"proposed by"
"P07-1040";"2774";"present"
"N09-3008";"2775";"present"
"N01-1014";"2776";"present"
"W05-0606";"2777";"present"
"D08-1089";"2778";"present"
"W12-3211";"2779";"method"
"W07-0702";"2780";"use"
"N10-1080";"2781";"use"
"J11-4002";"2782";"use"
"W11-2211";"2783";"present"
"P11-2010";"2784";"introduce"
"P11-2010";"2785";"use"
"P12-1099";"2786";"approach"
"D11-1125";"2787";"approach"
"D11-1125";"2788";"proposed by"
"P10-1119";"2789";"present"
"J97-2003";"2790";"use"
"W03-1508";"2791";"report"
"J03-4003";"2792";"use"
"J03-4003";"2793";"use"
"W03-1709";"2794";"use"
"P00-1031";"2795";"method"
"P07-1094";"2796";"use"
"P04-1061";"2797";"use"
"P08-1068";"2798";"use"
"W02-1011";"2799";"approach"
"D09-1130";"2800";"use"
"P00-1017";"2801";"use"
"W09-0613";"2802";"use"
"P05-1066";"2803";"approach"
"N13-1114";"2804";"introduce"
"W11-2123";"2805";"use"
"P03-1054";"2806";"approach"
"D11-1135";"2807";"use"
"W05-0210";"2808";"use"
"W09-4405";"2809";"use"
"W09-4406";"2810";"use"
"P07-1056";"2811";"use"
"W10-2602";"2812";"approach"
"P09-1113";"2813";"use"
"P10-1062";"2814";"use"
"D07-1013";"2815";"approach"
"P11-1146";"2816";"method"
"W11-0703";"2817";"present"
"P11-2065";"2818";"present"
"P91-1022";"2819";"approach"
"J93-1004";"2820";"approach"
"J01-2001";"2821";"method"
"J01-2001";"2822";"method"
"W08-0405";"2823";"present"
"W09-2907";"2824";"report"
"J03-4003";"2825";"method"
"P03-1054";"2826";"method"
"P05-1010";"2827";"method"
"W02-1011";"2828";"method"
"S07-1094";"2829";"method"
"W11-2844";"2830";"approach"
"W11-2844";"2831";"approach"
"J92-4003";"2832";"report"
"W06-1317";"2833";"present"
"P98-1082";"2834";"method"
"E97-1004";"2835";"method"
"P05-2003";"2836";"present"
"P11-1054";"2837";"present"
"P04-1053";"2838";"present"
"P06-1015";"2839";"approach"
"D10-1004";"2840";"use"
"J08-1001";"2841";"proposed by"
"E09-1018";"2842";"present"
"P11-1100";"2843";"present"
"P10-1056";"2844";"present"
"P06-2103";"2845";"use"
"N04-1024";"2846";"use"
"N04-1024";"2847";"use"
"N04-1024";"2848";"use"
"N04-1024";"2849";"use"
"W97-0304";"2850";"proposed by"
"W12-6334";"2851";"present"
"W12-6332";"2852";"present"
"P10-2041";"2853";"method"
"P07-2045";"2854";"approach"
"N10-1020";"2855";"use"
"D11-1125";"2856";"method"
"D08-1068";"2857";"approach"
"P11-1082";"2858";"present"
"J01-4004";"2859";"approach"
"N10-1061";"2860";"approach"
"D08-1068";"2861";"approach"
"P09-1045";"2862";"present"
"W12-1910";"2863";"present"
"J04-4002";"2864";"use"
"N04-4026";"2865";"use"
"P06-2063";"2866";"use"
"P07-1123";"2867";"present"
"J95-2003";"2868";"use"
"P11-1004";"2869";"use"
"J10-4006";"2870";"proposed by"
"J03-2004";"2871";"approach"
"W11-0607";"2872";"present"
"P98-2127";"2873";"method"
"P10-1042";"2874";"approach"
"N12-1067";"2875";"present"
"D11-1038";"2876";"use"
"P11-2049";"2877";"present"
"J01-4004";"2878";"use"
"J01-4004";"2879";"use"
"N03-1024";"2880";"present"
"P11-1094";"2881";"use"
"W02-1011";"2882";"method"
"J11-2001";"2883";"method"
"P02-1053";"2884";"method"
"W11-2303";"2885";"report"
"P06-1035";"2886";"present"
"J98-4004";"2887";"present"
"J01-4004";"2888";"approach"
"D08-1031";"2889";"approach"
"W11-1921";"2890";"approach"
"P02-1014";"2891";"approach"
"J01-4004";"2892";"approach"
"P10-1110";"2893";"proposed by"
"P09-1059";"2894";"proposed by"
"W10-3010";"2895";"use"
"W09-1304";"2896";"present"
"J12-2005";"2897";"report"
"W08-0606";"2898";"report"
"N03-1003";"2899";"present"
"P12-1018";"2900";"present"
"D09-1111";"2901";"method"
"P08-1103";"2902";"method"
"W11-3502";"2903";"method"
"N07-1047";"2904";"use"
"D12-1056";"2905";"method"
"W10-4137";"2906";"present"
"W06-0129";"2907";"present"
"W06-0129";"2908";"proposed by"
"W03-0405";"2909";"present"
"D11-1121";"2910";"use"
"D12-1039";"2911";"proposed by"
"J10-2002";"2912";"proposed by"
"P08-1068";"2913";"use"
"D09-1135";"2914";"use"
"D07-1086";"2915";"proposed by"
"W06-1601";"2916";"present"
"P06-1146";"2917";"present"
"E12-1003";"2918";"introduce"
"W12-4408";"2919";"use"
"J05-4003";"2920";"present"
"P99-1068";"2921";"present"
"P03-1021";"2922";"present"
"W11-3213";"2923";"use"
"W09-3520";"2924";"present"
"W11-0116";"2925";"present"
"P05-1045";"2926";"use"
"N03-1028";"2927";"use"
"J98-2006";"2928";"present"
"P10-1052";"2929";"use"
"D07-1077";"2930";"use"
"W06-3108";"2931";"use"
"W07-0401";"2932";"use"
"P09-2078";"2933";"use"
"P11-1032";"2934";"use"
"N12-1051";"2935";"present"
"P93-1024";"2936";"present"
"N10-1029";"2937";"introduce"
"W09-2907";"2938";"present"
"A94-1006";"2939";"use"
"W09-2907";"2940";"use"
"D10-1001";"2941";"method"
"D09-1130";"2942";"report"
"P95-1026";"2943";"proposed by"
"P87-1022";"2944";"present"
"P05-1033";"2945";"introduce"
"P10-1146";"2946";"present"
"P96-1025";"2947";"present"
"P83-1007";"2948";"present"
"P94-1002";"2949";"present"
"P86-1031";"2950";"present"
"P98-2127";"2951";"present"
"P09-1113";"2952";"use"
"P00-1056";"2953";"introduce"
"P93-1024";"2954";"present"
"P99-1067";"2955";"present"
"P85-1018";"2956";"present"
"P88-1015";"2957";"present"
"P01-1067";"2958";"use"
"P11-1023";"2959";"present"
"P09-1089";"2960";"present"
"N10-1045";"2961";"proposed by"
"J07-2003";"2962";"use"
"D08-1011";"2963";"present"
"P08-2021";"2964";"present"
"E06-1005";"2965";"present"
"E06-1005";"2966";"present"
"W09-0409";"2967";"present"
"W11-2121";"2968";"present"
"D07-1019";"2969";"use"
"D09-1093";"2970";"use"
"E06-1005";"2971";"approach"
"E06-1005";"2972";"approach"
"J03-1002";"2973";"approach"
"E06-1005";"2974";"approach"
"J03-1002";"2975";"approach"
"P95-1034";"2976";"use"
"P03-1021";"2977";"use"
"N12-1006";"2978";"report"
"D07-1111";"2979";"use"
"P10-1003";"2980";"use"
"P09-1007";"2981";"use"
"P05-1074";"2982";"proposed by"
"W09-2111";"2983";"proposed by"
"W11-1512";"2984";"present"
"A00-2018";"2985";"method"
"P06-1054";"2986";"method"
"W03-0405";"2987";"present"
"P11-2053";"2988";"proposed by"
"P07-1036";"2989";"method"
"P09-1057";"2990";"method"
"W11-0220";"2991";"present"
"P02-1038";"2992";"approach"
"P02-1034";"2993";"proposed by"
"P02-1034";"2994";"method"
"P11-1013";"2995";"approach"
"W08-0912";"2996";"report"
"P11-1038";"2997";"use"
"J05-1003";"2998";"proposed by"
"P10-1128";"2999";"present"
"P10-1128";"3000";"method"
"J90-2002";"3001";"approach"
"P08-1115";"3002";"use"
"N09-1046";"3003";"introduce"
"D07-1091";"3004";"approach"
"P10-2001";"3005";"present"
"P10-1049";"3006";"introduce"
"W10-3107";"3007";"use"
"W10-3103";"3008";"use"
"N06-2033";"3009";"present"
"D09-1161";"3010";"present"
"J90-1003";"3011";"use"
"D07-1091";"3012";"proposed by"
"P09-1056";"3013";"method"
"P94-1019";"3014";"proposed by"
"E97-1023";"3015";"approach"
"J09-3003";"3016";"approach"
"D09-1155";"3017";"proposed by"
"J03-1002";"3018";"use"
"P04-1061";"3019";"proposed by"
"W06-1704";"3020";"present"
"W10-1502";"3021";"present"
"W10-1501";"3022";"present"
"W06-1709";"3023";"present"
"W06-1704";"3024";"present"
"W10-1502";"3025";"present"
"W10-1501";"3026";"present"
"W06-1709";"3027";"present"
"D11-1146";"3028";"present"
"D11-1146";"3029";"present"
"J03-1002";"3030";"present"
"W10-4301";"3031";"present"
"W10-3010";"3032";"approach"
"D07-1007";"3033";"present"
"D07-1007";"3034";"introduce"
"J90-1003";"3035";"proposed by"
"J93-1003";"3036";"proposed by"
"D11-1006";"3037";"method"
"D11-1006";"3038";"method"
"P02-1033";"3039";"method"
"P11-2094";"3040";"proposed by"
"N06-2031";"3041";"use"
"D07-1091";"3042";"present"
"D07-1091";"3043";"proposed by"
"S10-1009";"3044";"use"
"W09-3953";"3045";"present"
"A00-2004";"3046";"use"
"N03-1003";"3047";"approach"
"D09-1017";"3048";"present"
"J11-2001";"3049";"use"
"D11-1016";"3050";"present"
"D08-1038";"3051";"proposed by"
"D11-1099";"3052";"report"
"P10-1063";"3053";"present"
"E09-1079";"3054";"use"
"D10-1048";"3055";"present"
"J01-4004";"3056";"proposed by"
"W15-3001";"3057";"use"
"W06-1615";"3058";"proposed by"
"P06-1085";"3059";"use"
"D10-1081";"3060";"approach"
"P11-2095";"3061";"approach"
"D10-1081";"3062";"approach"
"P11-2053";"3063";"present"
"P01-1064";"3064";"introduce"
"J12-2002";"3065";"present"
"W11-1902";"3066";"approach"
"P10-1062";"3067";"use"
"W04-3212";"3068";"use"
"W03-1021";"3069";"present"
"A00-2025";"3070";"present"
"W06-1644";"3071";"present"
"W03-1021";"3072";"present"
"N10-1006";"3073";"present"
"A00-2025";"3074";"present"
"P05-1033";"3075";"proposed by"
"P10-1146";"3076";"method"
"D10-1014";"3077";"present"
"W09-3714";"3078";"proposed by"
"P06-3010";"3079";"use"
"P07-1036";"3080";"present"
"J04-3001";"3081";"present"
"P01-1020";"3082";"present"
"W09-1804";"3083";"present"
"D08-1015";"3084";"present"
"D08-1015";"3085";"use"
"W04-1606";"3086";"use"
"J03-1002";"3087";"proposed by"
"P09-1113";"3088";"approach"
"J01-4004";"3089";"proposed by"
"E06-1010";"3090";"approach"
"N07-1030";"3091";"present"
"P04-1018";"3092";"method"
"N07-1030";"3093";"method"
"P04-1018";"3094";"method"
"P05-1020";"3095";"method"
"E06-1016";"3096";"method"
"W10-1838";"3097";"present"
"P02-1014";"3098";"proposed by"
"J01-4004";"3099";"proposed by"
"N03-1017";"3100";"approach"
"W06-3113";"3101";"method"
"D08-1008";"3102";"present"
"D09-1004";"3103";"present"
"D08-1008";"3104";"present"
"D09-1004";"3105";"present"
"W12-3702";"3106";"use"
"E06-1051";"3107";"use"
"E06-1051";"3108";"use"
"W04-3205";"3109";"use"
"D09-1009";"3110";"present"
"J05-4003";"3111";"present"
"P08-1098";"3112";"present"
"W09-0628";"3113";"report"
"P98-2238";"3114";"introduce"
"N07-2008";"3115";"present"
"W04-3208";"3116";"proposed by"
"N04-1034";"3117";"present"
"N09-1006";"3118";"use"
"N10-1063";"3119";"report"
"W11-1807";"3120";"report"
"D11-1017";"3121";"proposed by"
"N09-1028";"3122";"proposed by"
"P05-1066";"3123";"approach"
"W05-0904";"3124";"present"
"W11-2921";"3125";"present"
"N09-2004";"3126";"report"
"D09-1143";"3127";"proposed by"
"D09-1143";"3128";"proposed by"
"D07-1076";"3129";"present"
"W11-1901";"3130";"present"
"J01-2001";"3131";"present"
"N06-1058";"3132";"use"
"P10-1044";"3133";"use"
"P08-1078";"3134";"present"
"P08-1078";"3135";"introduce"
"N07-1029";"3136";"proposed by"
"P07-1040";"3137";"proposed by"
"P05-3026";"3138";"approach"
"N07-1029";"3139";"approach"
"P05-3026";"3140";"approach"
"P07-1040";"3141";"approach"
"D14-1131";"3142";"introduce"
"N10-1128";"3143";"introduce"
"W02-1018";"3144";"present"
"J10-3003";"3145";"use"
"J04-2004";"3146";"approach"
"W10-2805";"3147";"present"
"P08-1028";"3148";"introduce"
"P06-1029";"3149";"report"
"P11-1129";"3150";"use"
"P09-1094";"3151";"use"
"P09-1108";"3152";"present"
"W02-1011";"3153";"use"
"D08-1021";"3154";"approach"
"N09-1041";"3155";"present"
"J01-4004";"3156";"use"
"J01-4004";"3157";"use"
"W11-0144";"3158";"present"
"N10-2009";"3159";"use"
"P98-2177";"3160";"use"
"P06-1050";"3161";"proposed by"
"P06-1050";"3162";"report"
"D09-1120";"3163";"approach"
"W11-2010";"3164";"use"
"W10-4203";"3165";"use"
"P10-1159";"3166";"use"
"W10-1761";"3167";"present"
"W06-3119";"3168";"present"
"W06-3119";"3169";"proposed by"
"P07-2045";"3170";"use"
"W07-2315";"3171";"proposed by"
"D07-1101";"3172";"present"
"W06-2932";"3173";"present"
"D07-1101";"3174";"approach"
"P10-1001";"3175";"approach"
"W06-2932";"3176";"approach"
"D10-1056";"3177";"use"
"J98-4004";"3178";"report"
"P89-1020";"3179";"present"
"P86-1004";"3180";"proposed by"
"W04-3250";"3181";"method"
"W10-1905";"3182";"report"
"W10-1905";"3183";"report"
"N10-1123";"3184";"report"
"W10-1901";"3185";"report"
"N10-1123";"3186";"report"
"W10-1901";"3187";"report"
"P07-1059";"3188";"method"
"W06-1610";"3189";"present"
"N06-1058";"3190";"present"
"W06-1610";"3191";"present"
"P10-1103";"3192";"present"
"J96-1002";"3193";"present"
"W00-1009";"3194";"proposed by"
"P07-1049";"3195";"report"
"W04-1308";"3196";"present"
"W06-0301";"3197";"use"
"P07-1123";"3198";"present"
"P09-1027";"3199";"use"
"W09-2907";"3200";"use"
"D08-1039";"3201";"use"
"N03-1017";"3202";"approach"
"D08-1014";"3203";"present"
"P07-1123";"3204";"present"
"P10-3005";"3205";"present"
"D08-1014";"3206";"proposed by"
"P09-1027";"3207";"proposed by"
"W02-1011";"3208";"report"
"P09-1027";"3209";"proposed by"
"W10-1705";"3210";"use"
"P11-2094";"3211";"use"
"D09-1101";"3212";"proposed by"
"D09-1101";"3213";"proposed by"
"D07-1013";"3214";"report"
"P07-1078";"3215";"proposed by"
"P07-1078";"3216";"proposed by"
"W04-0308";"3217";"method"
"P00-1037";"3218";"introduce"
"P08-2015";"3219";"use"
"J05-3002";"3220";"approach"
"D08-1019";"3221";"approach"
"A00-2024";"3222";"approach"
"D10-1118";"3223";"proposed by"
"D10-1120";"3224";"report"
"P05-1044";"3225";"use"
"P06-1072";"3226";"use"
"N01-1020";"3227";"present"
"P07-3010";"3228";"use"
"J14-2008";"3229";"report"
"D07-1097";"3230";"approach"
"W08-1007";"3231";"use"
"W10-1402";"3232";"use"
"P06-1043";"3233";"use"
"D08-1064";"3234";"present"
"J10-4006";"3235";"use"
"J90-1003";"3236";"proposed by"
"N09-1012";"3237";"introduce"
"N06-1003";"3238";"method"
"W06-1615";"3239";"approach"
"W05-1102";"3240";"approach"
"P06-1043";"3241";"approach"
"N10-1004";"3242";"approach"
"N03-1027";"3243";"approach"
"E03-1008";"3244";"approach"
"W07-2202";"3245";"approach"
"W06-2902";"3246";"approach"
"P10-1049";"3247";"present"
